sentiment,text
1,"@SammiCoralea ah cheer up, its sunny "
0,i don't know how to dance jai ho! 
0,...that wont turn up til saturday 
1,"Almost finished editing all my Japan Trip photo's.  Only 40 odd to go.  At this point, I have, count em, 1105 good ones! "
1,I met a bunch of WaffleCast fans here at Cedar Point!  They're cute.  
0,my picture isn't showing up 
0,"@zartherbes oh, you see the pet shop boys? damn they didn't come to hamburg and i got no time for traveling to berlin  "
1,@markhoppus turned on the tv right now and the what's my age again video is on 
0,is upset coz her bunny died  and she loved him way to much and she misses him 
0,soo tired ... a lot of work  xoxo
0,@honastiago kinda lol wish you were here. OH WAIT YOU'RE LIKE 20 MIN AWAY FROM ME. 
0,6:30 and awake for work  but atleast i got a NEW BAD ASS JOB&lt;3 its friday whats going on tonight???
0,out with the boys but no love by my side.... 
1,#yorly? @BBRRIITTTTYY (Brittainie Bryers):@tommcfly aw thats ok Tom  your the reason i have twitter anywahttp://bit.ly/14QCtk
0,is HOMEEEEEE  not in a good mood...call the house &lt;3
0,I am in Azkaband territory and they are not here 
0,desperate for my computer to be fixed so i can download the new devil wears prada cd onto my ipod 
0,@alina_p stupid scary movies 
1,@LiverpoolDan That pic brings a whole new meaning to the term 'hedge fund' haha! 6' 4 is a GOOD height! 
1,@YoungQ google the locations 
1,"Another domain bought, another challenge "
0,is soo not looking forward to the provincial math exam on wednesday. 
1,@MajoBlanco http://twitpic.com/6d2tx - i totally agree with u! Miley's the best 
1,Clarification for twitter world-I do not think Will Ferrel is attractive either 
1,@safia_ you LOVE gucci mane 
1,http://twitpic.com/6nlub - Here I go again. Another Friday 
0,I'm hoping my little sister is okay after her surgery tomorrow 
0,I wish I was born in 1964 
0,to doente 
0,is disappointed because i wont be home to watch mommy enjoying her birthday gift tomorrow. 
0,..just watched High School Musical on Jetix!!  i almost learn 2 play A Little Bit Longer but i can't find whole notes 
0,@tommcfly havent replied me in a while! haha! sad times  wanna follow @missionmcflyoz ??? theyz workin hard 2 make u big here!Xx
0,voorhoofdholteonsteking  My head is killing me! Need.. pain.. killers.. NOW!
1,In bio ! ahh. im so hhappy i get to see grumbly next  ahhh wtf !
0,"yawwwwwn! fell asleep before, wanted to sleep all night but couldn't so back on here it is  msn is hilarious tonight! "
1,@Ipswich772 thank you! 
0,@veronamay I'm actually more AAW than BLOOD over it atm. Masuka! Aaaw. 
1,@LizDanforth @GamerTraveler But some stuff is too involved for the 140 character discussions here. 
1,listening to music and dancing a little as i try on old (smaller) clothes that fit me again 
0,@TimNungesser oh no! That sounds bad 
1,@KyeLani gonna do the run later this afternoon as originally planned.  No procrastination here....honest! 
1,@Stormmmo haha. you may miss me more but i loveyou more 
1,sinus surgery = hell. good thing God blessed me with great pain killers. BEST FRIENDS 
1,had a lovely day.   BBQ &lt;3  love em ; ) xxx
1,@bruceswalker That is a wonderful story! I am glad to hear that you were able to recuperate fully.  That is great! 
0,@mitchelmusso not good you're not comin close to where i love on tour 
0,heheh twittering from my phone; i have no life. ekornz 
0,winter is near  it's getting so so so cold...
1,talking with @gunnshow about calvinism/speaking in tongues. We're finding PROOF in the holy book  LOVE it!
1,"@sjeffcoat i need coffee, stiff drink AND a nap! ;) TGIF. Have a good weekend. "
0,Ouchhhhhh I burnt my frkn tongue 
0,Bad hangover as booze still flows in my veins.Wish I could just go home and sleep.Have to chat up with my Country Head on why I did what 
1,@edo_au Back at ya! 
1,@tintinnya: i can see clearly now..the rain is gone 
1,@melissachea yaaay hello you never thought you'd make one 
1,@lessthanthreeme no worries 
0,@xoCAZZA lmfao nah that would be impossible as would get timed out all the time lol  uva wise i cld probe do it lol
0,"found a baby bunny in my yard today without it's madre, it's just laying there so helpless "
0,and i have a mild headache seeping in... 
0,kind of annoyed that the free dirty projectors show was at 6:30. too early 
0,Phil blew it again 
1,"@rhebbar hey randhir, i've been trying hard and long to get in touch with you. How can i reach you? Seriously hope you dont mind "
1,At Jordan Commons with JakubRawr and HopeCarter! 
0,@lidnakita do you have to give them away? 
1,"Great day, shredded on the MTB and on the guitar, the only problem is that I am so 80's metal I need tights and a perm! "
1,Wants to see land of the lost 
0,Misses her bestfriend marc super bad. seeing him for a few hours monday night didnt cut it. he needs to come back 
0,it gets sadder every time 
1,eating breakfast = cereale cu lapte 
0,@Jovi_Jonas awww feel better love!  and me? well i'm gonna have a headache soon lol..i'm studying for my final literature exam..
1,@kazzjulia i made a meat pie instead omnomnom. 
0,"cpr fail day, i turned it off instead of shocking the patient "
0,Awake but not feeling too great. 
1,Whatever happened to #sarahs_hashtag ???  
1,On my auntie's farm! Very beautiful. Heading down to Robe on monday...shopping spree at loaves and fishes. 
1,@OfficialJagex Why aren't you following me ?  
1,@HeartBreakV just in good ol Ann Arbor  lol
1,great nite @ waterfront 
0,My stomach hurts so bad 
0,[0:08] Ã¯Â¿Â½ Restaurant on the moon ... no atmosphere  Ã¯Â¿Â½
0,"Deffo failed at the sats shop comp  After checking all week, my laptop then decides to act like an OAP. Bad timesss."
0,"knockinqq // aimm lifeeeee .likee alwayss , damnn ii needdd ahh Sidekick  [ ii knindaa feel like ah Lame w| ouht one)          -lmaoo"
0,wanna be free. 
0,"Anyway, just landed! 3 hour layover    at Detroit out of all places!! Ugh.."
1,"@sammiewhammiie Thanks  haha, i was talking to my mom, and forgot. i was like: what's it called agaain? lol."
1,"@dbloete when you're used to it, it'll end "
0,girlfriend's laptop power cord just snapped in half.  anybody local got a spare one to lend her? 
0,My feet are really aching today. Shouldn't run all over town wearing boots with paper thin soles! Time to say goodbye London boots! 
1,taking my beach blanket down to false creek and reading up on my course... thank you for the sunshine 
0,taking jacob to school then to pick up clarke's cake!!! it is way to early 
1,Thirteen days 
0,ExAcademic: but I cant type &quot;immobilized&quot; 
1,@JessyLou22 yay! happy for her  &lt;3
0,waiting for kevin to get home.He's coming home late  I'm very tired and ready for bed.Can't wait for friday to come so I can go to the Dr.
1,@Bridget_NewGirl Which in 140 or less means the weekend was a headache....but I always make the best of it no matter what! 
0,"Ho hum, I'm bored without THA. "
0,@MeticulousBob  for real... unfortunately i can't access it until i get home. stuck in the office in 6 more hrs. 
0,Ohgodohgod just to high five Cleif Harpwood - like an Englishman trying to high five Elton John or a yank fist-bumping Bruce Springteen. 
0,"kill the lights poderia ser single, ao invÃÂ©s de radar "
1,@jdyates q-bar... is that in SFO? Well I might take me a bit of time to get there... I'm still in Dallas. 
0,have a headache!! 
0,Could someone please send me some energy? I'm not functioning on all cylinders 
0,Missing the family! 
0,"I just wrote and entire story, and it didn't save.   Motherfucker.   http://twitter.com/disintegration/statuses/1548632552"
1,@LeahBraemel  I miss you too. Wahhh. It's the darn time difference. When I'm ready for bed things are just getting started 
1,"btw, the bckground is because i love alice and wonderland, vogue, stephen jones and annie leibowitz "
1,jasmine is so cool 
0,@tiffunnyfranco awww sorry I can't this saturday  my dad said we have plans.
0,i miss working at custo barcelona....the free clothes the great people and the xtra money.....  
1,@ladykingpin im ther witcha  *wink 6/27 if no other day
1,"Cant wait 4 the wknd 2 begin... Staff Party, The Coronas, Air Show, 5-a-Sides, Marians 21st &amp; Jon Carter! Bring it on!!! "
1,got to see mah Tramell today  lol now reading to mah son b4 he goes to sleep.!
0,good morning!I hope that mine does not become ill cat  
1,"grabbed two shirts from Anchor Blue for Thursday's gig! I still want to get the rising sun one, or the one that says music is my weapon.. "
1,"I, zombot, do hereby and for evermore declare, that instead of  I shall use Ã¯Â¿Â½ as my smilemoticon. That is all..."
0,"I am finishing up my photoshop tutorials, only 13 hours worth to go...! "
0,its sunday.. n um at the office... 
0,"Excited for tomorrow, not as excited if I have to work. "
0,Hi to all in work.................................so sad i hate my job 
1,Make our own Twit-Shirt http://twitter.threadless.com 
1,awesome concertt. 
0,@1badasschick BUT ALL FOR THE GOOD! Can't wait for Friday &amp; Saturday! Our von voyage farewell 
1,gnight twitters 
0,i'm totally exhausted. haih i miss perth already 
0,@glennishamorgan 6/25 bullfrog but I cant make it  and he's been hella busy apparently - story in paper next week
0,"@tams77 Considering he should appreciate &quot;family&quot;...I luv my gay men, don't get me wrong, but smetimes they don't approve of us  screw em!"
0,@VanNessVanWu good or bad ending..someone told me the good ones go down.  really?
0,@EllieQuinn I've been grappling with Abba-based puns for a while now and come up short 
0,@KimberlyDoll Hey Kim! I just saw you @ the airport! Did you see me? Any way I can meet you? I got gifts for y'all! 
1,@Impala_Guy No u canÃ¯Â¿Â½t make me sad - u make me VERY HAPPY )) IÃ¯Â¿Â½m sooo glad we met my sunshine 
1,@soho2014 Just like any other criminal the swineflu takes on a alias 
0,is still trying to find a friggin hoodie. Ugh. Maybe the season is gone for a good hoodie. 
1,@RSD_Sufferer Thank you! lol 
1,@Henne2010 No problem. Glad you liked it 
1,@Missislol  you are the best   ses samia   sa va depuis la fin des cours ?
1,"@sheow I can vouch for @Muzzzza, he's nice most of the time. "
1,"@bjolena It's cool, thanks for the support.   no one i know that knows this situation is awake now so i needed the chat"
0,Before I leave I just wanna let you know that I've got at least 10 mosquito bites on me  NOOOO!!!
1,@_pixie_ agree! This is open the windows and air out the house weather 
1,"@charlieskies STUPID BITCHES, MY SCALP ITCHES "
1,is yippppeeee last day as a Junior!  have a BEAUTIFUL day everyone! Twit twit twit it up! ;)
1,Lol i wish i could  you hate me
0,Lonngggggg night. I feel like hell. 
0,I want to watch Up!  el Salto Angel se super lindo en la peli :O
1,"quote of the day,, &quot;i live above the dicc.&quot; "
0,"@jujuburd Oh, no I am sooo sorry "
1,http://twitpic.com/6c63o - Afternoon Heaven 
1,@meocu Happy Birthday to u! &quot;Angel on the moon'' has any plan for party 
1,"Would Tha Damn Annoying Ass Person With Tha Videos Of Whatever Get Ya Ass ========&gt;&gt; Thanks!! Bye, Bitch!!! "
0,doing homework while the video is exporting 
0,@MARQUESoliverp I did but twitapocolypse is kickin it's ass  google it.
1,@toddwaller I think the @professionalone misses your tweets. 
0,@leofoxus My envy is the envy of thousands. Ik zit in de kerk 
0,"doing an english essay already, has to be done for tomorow! "
0,@clairabellejp Salad again for me 
1,its time 
0,Roll the credits 
1,"@kenmoab cool, just let me know when &amp; I'm there. Ur sooo creative. Send me an email w/ details. "
0,This course is hella boring and after today I'll still have to go and do part 2 tomorrow. 
1,@mileycyrus OMG Cannot wait  I get my presale code for Miley World  When are the Europe dates being announced?! So excited xxx
1,Graduations over  congrats! Goin to jenn's
0,@jazziross it was a good year to be a Cavs fan thats for sure. If we cant find the right talent to put with LeBron... it may be his last 
0,"@taylorswift13 I just read your blog, it was hilarious haha it made me rofl.. I wish I was in the US so I could see you on tour "
1,"@Marika002  They didn't, put another thick blanket on the sofa and it helped "
1,@mccarrols Matt if you win your dad will take you to Alton Towers with us 
0,Only 2 days left 
0,"@TTGirl NO..... oscar the cat is gone? The world has lost yet another great cat, and awesome tweeter. He will be missed, never forgotten! "
1,Yeah - I just won a copy of Lesley Cookman's book Murder in Bloom from @AccentPress. That sorts my bank hol reading 
0,Yesterday an ant bit my leg finger .... OHHHH !!!!!!!!! it swells and its paining .... 
0,@tommcfly hi tom! why do you say hi if you don't read your messages?? 
1,"Dude, so can't wait for New Moon to come out "
0,Work makes me wanna just go around kicking ppl in the shins. Ugh. I hate coming in early mornings 
0,@RobynHumes  bad times!!!!! ahhhhh i wanna know whats happening! lol
0,@rjakesdub you don't want to... more spam! 
0,@ejsf22 texting while driving?!?!! Pinger gods are crying. 
1,@robertmurray Have a blast in NY and enjoy your birthday weekend! 
1,Discussion about Enron and accounting practices at dinner with the boys 
0,dinner with the fam  last night in boston 
0,in need of a boyfriend  SOOOO bored!!! lol http://twurl.nl/3mz2it
1,"#followfriday @ravikanth Very nice friend, who can gave me back to the normal world "
0,"@godmachineuk AHH SON OF A BITCH i totally forgot about the show!  damnit, thats what i get for getting retarded drunk on a  monday"
1,is checking her whosdatedwho profile! 
1,...doiin laundry..fiinna watch the hunting in conneticut wit my boo 
0,@sandreamer indeed it is. not a very nice feeling either 
0,Is alone. 
1,"Just showered! No energy whatsoever.. Will be sleeping nude since undies have gone missing, as previously tweeted by @mexicanfrommars  "
1,@surinderxx mailcheck 
1,Love my Starbucks boys on Mem Dr. 
0,So stressed about last exam.. 
1,loves apple pie and ice cream 
1,"@kshishido what can I say, I'm trendy. "
0,wishes she had someone to go shopping with 
1,Live Is Good. I'm Happy. 
0,i'm not a morning person... 7:34 am .. my eyesssss 
0,.-. Ugh. Im sleepy. And and and... I miss my girl 
0,@DillyeoSam Got fired 
0,I think im sick 
1,"@DebbieFletcher Hi debby, how are you? "
1,"ready to go home and yes once again, thank God its Friday "
1,Day one of my smoke free journey is almost over. Had one cigarette. Could really use another....but I won't. 
1,@SookieBonTemps I know. And i need it. make goo goo eyes at each other. 
1,I own my happiness!! God is great! Today will be Ã¯Â¿Â½ber productive 
1,"@RACHiEEBOO ahh, luckyy! xD i hope you have fun! "
1,"@_supernatural_ that has just made my day, thankyou "
1,"@DeejayDowJones 'd love to, but can't, sorry "
0,awwww a 26 year old australian man has died of swine flu 
1,And I can't spell - sorry 
1,@RatPackKristen hehe. I love picking on you. Thanks for helping me clothes shop by the way. I have been looking fab lately 
1,Math exam in 2 hours. Someone please wish me luck.  birthday in 11 days. 19 ppl. Canada here I come!
1,Britain's Got Talent final tonight! 
0,Damn you soldering. Nadal loses 
0,"is loving her creations! Queen of the Whole Universe, here I come! Work time now "
1,laying in bed trying to sleep but its not working. got plans tomorrow 
1,@xohanna i love them too babes  if shaun doesnt win... they best do.
1,in the mood ta listen to BROKENCYDE OR SOME ALLTIMELOW  
0,@MariahCarey was thinking MC u need to do some more tracks like Do You Think Of Me/Pure Imagination/Lullaby 4 this album I miss them! 
1,glad he found gloves when he cleaned the bathroom...Family guy cat episode  http://plurk.com/p/z6hnm
0,random thoughts pt 3 of 3: i'm onto season 3 of l word. i don't want to watch this season because my favorite character dies. 
1,Uk rating for Transformers 2 does not appear to have been decided. Hoping for 12a. My nearly 6 year old son would love to see that. 
0,finals for school are getting on my nerves im going to miss the phillies game today because i have to study 
0,Just watched Grey's Anatomy. I cried.  I will be writing now. I miss Meg. 
1,@TheRealJordin I grew up listening to both of them! 
1,"hiya @hornedogg  ,, whats, new ??? ,,,,, miss you "
1,@ddlovato r u there lol. and r u replying to comments atm? Hope all is well and hope the nose is ok -Stuffy- or was that just Tom lol  x
1,@PerfctSolutions Great thanks! Hope i helped 
1,"@SaraBareilles That's a great point... but I'm not shitting in ANY! woods, Sara... you should know better.  Haha "
0,My batteries in my mouse died again. 
1,Hi every1 I had a gr8 weekend - now ItÃÂ´s monday and work as usual 
0,anyone has balls enough????@AngelRoxEm I guess not 
0,"@minxkitty thats good to hear, i have my own problems now "
0,@Jersey_Gyrl smh... smh.. Niggas didnt even kno that shit could happen.. this is the 2nd time!!! 
0,http://bit.ly/zmeHu /20090623/REVIEWS/906239997   Looks like Transformers 2 is a big let down 
1,-i told moms i waned to marry jay mcgee and she said oohh my grand babies gon be extra tall 
0,sat in account correcting ledger errors  I WISH I HAD SUMMAT BETTER TO WRITE 
0,I think I'm getting a cold.  
1,"@LisaLisaLL77 i havent heard it yet, but i will head over there 2 listen. U r the best! Im so happy u r back! "
1,drank too much Jameson last night but had one of the best nights out in agesss! 
1,mango chutney crisps ftw. thankyouu 
1,"@Itsme_terrie Well I cant give you one for AZ, because I wont be going to the concert! Lol! Have to wait till tour time "
0,"Thinking of arranging to have my official 5-day-week include the weekends, but i'll miss the free lunch &amp; pool games.  Love the quiet tho"
1,@Larry_Jensen Except Hello Kitty bandaids 
1,"finally, free like a bird.  "
1,follow my blog and personal tweet @barryfurby  - almost the weekend..
0,i had to turn my volume down for a bit...what songs have been playing...i wanted my song by elton! 
1,@kriciamorris  We have two cats!  I love cats!  
1,@cesttressara  Happy Graduation day!  Don't trip of make a super goober face when you reach for the diploma holder.  
0,I just tried to vote for the Teen Choice awards and got DENIED! I didn't realize they were so strict!  sorry @perezhilton and @ddlovato
0,"just got back home from the longest San Jose roadtrip ever, and threw up my in n' out burger.  "
1,@tharensolo You're welcome. Glad it was there waiting for you 
1,@annawhelann  read my message its funny 
0,Adios Im off to get ready for school 
1,On an epic journey downtown.. 
0,@benpike but i stream a lot of music to my iphone from my desktop through my 192 network.  EVDO would be a lot less efficient 
0,i want to go back 
0,@harryistbtf I don't really listen to Deerhunter... &amp; I gotz no moneyzz 
0,@Celz29 I know- this is where what I blog becomes iffy- he looks so sad and it makes me sad for him. 
1,@Torikelly it just never gets old  &lt;3 1234
1,Ha ha .... i think i will go back 2 Cali wit more color than when i left! 
1,@catiepoo123 LMAO. i forgot they never replied. hahaha. whatever. i'm still gonna meet them. mark my words. 
0,Has a sick BF to deal with.. such a cutie but really feel for him 
1,summerrrrr 
1,@VickiElam Good day so far? I'm out restoring harmony.  4 pianos to tune today!
1,"@lostinnorfolk Nice one, Doug! Enjoy it matey "
1,@pmolyneux You guys have been working on Dimitri for years; must be nice to have a good controller for it at last. 
1,"@sargedunn1 good morning! yes, some are lengthy, but I love their meaning. I will try to mix in some short ones for you "
1,damn totally refocused.  i can do this
0,My passion in kerrang!! Awesome times.. I miss AFI. Not so awesome times. 
1,@ChristinePeters sure...I can make sure they serve you the correct bottled water in your green room 
0,Oy. Forgot to order movie tickets for the b-day party next Friday. I'm a bad mom 
0,The @htc Hero seems to be much like the iPhone 3G S -- more hype than there should be given the lack of new hardware functionality. 
1,"morning twitter gang ! another grey day . Wooohoooo , may get some work done finally "
0,Need more patience... 
0,@JKWallace DAY 1. Been MIA 3 months. it's full throttle today. 
0,"I'm fed up of this working lark, I don't get to spend enough time on Twitter, I miss my Tweeple "
0,My wrist is hurting. I think I have carpal tunnel 
0,"Never fails, I rant about auto DMs and I get an auto DM. "
1,"@shaunmichaelb hahha, okay okay ;P deal "
1,@ohhkatrina Excellent for the interview. 
1,"JONAS cracks me up, lmao "
1,My clothes form H&amp;M have just arrived 
1,will be making a big announcement l8r... stay tuned   #fb
1,"It has been a long day, that is it for me for today see you all tomorrow in twitter land. Have a great night cheers "
1,"why does everyone keep posting that it's monday? i think that just makes it all the more horrifying of you ask me. so, don't ask. "
0,@herfragileface that's awful!!  get better soon:***
0,On the rooad! bye texas 
1,@Debbas I say &quot;Hey...do U watch hockey? And what team do u follow and blah blah blah!! 
1,@JenniferKinkade get ready when you come back hardcore dance party 
0,"sneezing. some STUPID IDIOT put sawdust in my eyes, mouth and nose. pleugh! "
0,"I miss you , if you knew  "
1,"@tinybites  good luck. It's been a year since we've moved in, and we are *just* settled in."
1,"@toolazytocare It's did you see what I did there. Well, close "
1,"@katiesopinion hey katie, just sayin hi.  hope you're having a great night!  xoxo"
0,hurting all over 
0,Only took me like 5 mins to get ready for school this morning. But now I have to go to school in 10 mins! 
0,@omgitsJustinTR  i would've made one but i kept getting interrupted. i'm sorry. 
1,just found some interesting projects on RAC 
1,"@FrancisNewYork Holy cow, I can't believe one of my idols is represented on Twitter! Yippee! "
0,Almost time for lunch... yay Happy Hot Pockets... sheesh... 
0,"@miguelstdancer micky, i want one of your comments too, but i don't know how to insert the pictures in my profile "
0,@DebbieFletcher Hi Deb! I want send a letter to Tom! but I don't know how to send! I live in brazil! what I do?  you can help me?  Xxx
0,@donniesplaygirl I'm sry I'm certainly not trying 2 rub it in or make u sad  but I tweet w my friends all day bout what I'm doing evry day
0,@lerrud I haven't gotten them yet.  also I owned my Chinese exam! stupid tones 
1,@jason_mesnick Aww congrats to Ty 
1,@jim_herd http://twitpic.com/6cp5q - Great picture! 
0,From now on if it's not important I'll try to post only shortened direct links here (the 2 WF ones were). Sorry again. 
1,@shoptilldrop Have a great day. 
1,@talkingdigital I agree - I think there is plenty of business for everyone - Law of Attraction 
1,@lina1961 lol well..it was 
1,All done dancing at Charlie's in Hesperia. Now to go to sleep. Goodnighty Twitter Land! 
1,"After the sketchy moments at A mtn, the friends and I moved up the trail and sat at the end of the road, just talking and being silly "
0,In my bed all alone... I hate being punished.                goodnite loveys http://myloc.me/4pst
0,@NKOTB_myangels why are you laughing at me? 
0,I get creeped out everyday - for some reason I always look at the clock at 9:11... very strange! 
0,Shit. My feeeet 
1,"@kermur, just cause you shaved your ack...does not mean you lost 15 lbs!!!!!!!!! "
1,doing some crazy stuffs 
1,@stevedangerous you're welcome  ...*especially* if you share the wealth/joy/etc if/when it all works out ;-)
1,I love JB (NOT Jonas Brothers) the best werewolf in the earth!   LOL. (Laugh out loud.)
0,best thursday in a long time...now dodds hw 
1,@shumarani good morning Evil Twin! 
1,"@BrunoFigueiredo That's my point... 2G was the 1st Gen, and 3G was the 2nd Gen "
0,@cbeagrie Ouch - not the way to go for any apple product! 
1,"going to walk up to the shop and get a paper, another glorious day "
1,I'm off to lunch now  Or as I call it &quot;reading hour&quot; - 285 pages left!
1,@abbyryder Follow friday 
1,@RobEctor I most DEFINITELY will. Thanks! 
0,"By @nikhilbhaskaran Drove a #-mazda #RX8 today and boy, that car is fun! Sadly though, I don't find my car that much fun any more "
0,Good morning! No church today.  Not sure if Sierra is ready for Sunday School. Ear still hurts with loud noise. Going to get ready for KDO
0,Having a 9-5 job sucks 
1,@ebayandbeyond See you soon 
0,"honestly, I think k's old hairstyle is better than the new one, sorry k "
1,"@beezan Ah, so that means you've had your caffeine for the day...I'm just getting started! Hope you've had a lovely Friday, btw "
0,@nagelface Awww so sweet! I'm sad that I had to miss it 
1,@xrainbowxtears who r u? tell me abt u as u r following me 
0,unprecidented levels of tiredness 
0,Once and for all its done. Girl were finished were through and its all because of you 
0,just starting aerobics routine  i would leave it but....
1,@keshanichols Bleh! We'll find a sunny weekend to shoot! Let's ask the Universe for those positive vibes. 
1,http://twitpic.com/6uhhm - This is why I love Motorstorm 
0,day full of disappointments 
0,Last day of classes was so sadd 
0,I think I may have overdone it today. Nauseas and feel like utter crap 
0,goshhh! i want a blackberry 
0,"@themib Gutted, our bad luck sure does continue  Though was kinda to be expected against Liverpool"
1,drinking pepsi max. &lt;333 what are you guys doing? 
1,@purplehippie cause i talked to blake yesterday 
1,just ate black bean soup and greek salad at panera wit gma and momma... paigey's party later  
0,i feel intimidated. why?   
1,@SaraJayXXX ohh i hope the dentist wont hurt u lol  ly
1,@lilli223 im very good thank you  how are you?
0,"@suziperry We had good day at GSL yesterday but, because all theatre tickets were sold when we booked, didn't see you, Jase or Ortis "
1,Got it working.......but most of my songs are gone. Good thing I backed them  up 
0,@writingvixen definitely! I'm too excited to go to sleep now.  But i have to wake up early again! Boo.
0,@HuniB oOhwee naw i just been chillin tryna get use to this new work schedule of having to be at wrk @ 7... 
0,"oh, if they are on the cusp with Aquarius though then things can become very complicated and confusing !   "
1,"@RevyCakes Nice surprise seeing you. Yeah, I lost it there, you really did kick my ass "
0,@bluemistero I can't sleep this early 
0,really really should be working her Geography presentation...its due monday and i have less then half complete 
0,  @Spiral_galaxy @YMPtweet  it really makes me sad when i look at Muslims reality now
1,"Good morning sunshine!  Doing some work then hopefully having a relaxing, fun filled day. "
0,Wishing i was back in texas 
0,"@butterflychic29 Great! miss the old days with Farley, Myers, Sandler, Schneider and the gang  Although I always hated Will Ferrell (:"
0,Had to take the baby to the Dr. today! I found out she has to have surgery! 
1,kane is lame.  why the fuck did i signup for this shit.
0,The headache continues...ugh 
0,umm...ouch! where'd this cut come from  ?
0,@Ohmahlanta I'm cleaning too.... 
1,"Pedrosa got pole position in Le Mans! Yayy.. Hope u can win there, dani "
0,wants to attend a prom badly  All the prettaye dresses!
0,What a pathetic start to d day... 
0,"Does anyone else wonder why the international community is being so quiet on Iran, just watched a women die in a video shot by a sniper. "
0,@savicevic Aww.  I won't be that roommate next year!
1,I am just hanging out 
1,@TomFelton You can start with overcooked pasta enjoy your icecream days though!!! You tried the lolipops i sent you ? lol  XX
1,cool  111 followers again
1,@giannasmiley just twittering and talking with friends on msn 
1,shoot...sent a DM as a normal tweet.. 
1,Bye Bye Dirty Ass Fresno....Hello Beautiful Bay Area!!!!!!!..I Love Were Im From 
0,"@MarkRussell unfortunatly not  got taken out in the first race, but finished 8th fron 31st in the second race"
0,why does it have to rain when I don't have the car?? 
1,@thesafetyqueen connect it to your facebook 
1,More shopping today then fun in the sun - for at least as long as my allergies will let me. 
1,Morning All! Looking nice again today 
0,@DavidCousens it was a group of them about 5 all around the 15 year old mark.  happened only a few mins from home 
1,Check out my NEWEST Treasury! http://bit.ly/X5p3u  It's inspired by my makeup bag 
0,"too inspired to sleep, but 5AM sunday shift calls  i guess i'll just put imagery to my dreams while im at it ;) gnite"
0,@_SugaRush Did you see? It's gonna be up later tonight! GRRRRRRR 
1,"Damn, same thing on UsB on opposite side. Me thinks @TheDweller511 will be calling HP tonight. "
1,"@boysnoize Hehe, so I was right . It finally pays off to have almost every BNR-vinyl in my closet. "
1,@tooshort55 LoL....Im beyond excited....cant wait for the day to end 
0,"@OperaDiva114 damn, wasnt even close "
0,@eMac83 get well soon 
1,@greenatelier awww wish I was there! Have a brew for me B! 
0,I don't feel like sleeping again! 
1, no i wont im smart  my brain not dead from xtc yet 
0,So i guess we wont be seeing allstar tonight...bummer.. 
1,@RhyseRichards Hope you have a good day most beautiful woman i know  You need to come to West palm and cuddle ASAP 
1,Earthquake poppin off in our city... Tragedy... Still plenty of HW.. just interviewed my GrandDad.. I Love my Fam 
1,@shadowice24 Hiragushi again?  do you still watch code geass? XD
1,Whooop! Finished uploading + eating tea. http://tinyurl.com/c4zhnd - Pics from today 
1,@Liam_Murray thanx 
1,@mtkr @AgingBackwards thank you both 
1,guess he wants to play a love game 
0,"basicly, i dont like to read blog that have many texts,  im too lazy"
1,@pilgrimfamilyuk  hahaha poor thing well both of them 
0,broken hearted 
0,Just woke up! The girls woke me up  Annoyed but cba to go back ot sleep need to pack urrr
0,Shit shitshit.  I burnt the greenbeans haha 
1,Banana cream pie is so delicious. Thanks Marie Callender's. 
1,"@MacCherry Hmm...Magic fan, huh? Why's that? Just curious since you're out in L.A. and all... "
0,Lonely nights r no fun 
1,DJ Hero &gt;.&gt; what's next? I say Bagpipe hero. I'll stick with the real thing. 
0,@jesscahhfosho aww :\ my cousins dog rosie had seisures all the time  itl be okay
0,@russhelle geez r u serious?? lemme get my ass back in line and wait my turn 
0,@tylermasid I'm sorry.  I've definitely have had those days and suspect tomorrow will be no different.
1,@AmazingPhil can i be a robot too? 
1,Walkinq around santa monica w/ tha cuzzo   [tina__.$$$)
1,@batleybird get a proper job then  we still on for star trek at some point?
0,is off to the doctors. again. how long until they find out what's wrong with me?! 
0,rain has ruined my day 
1,@ladyxmusic oh thats soo cool 
0,@piginthepoke Hope your back gets better soon - so know how that feels 
0,@mileycyrus  that suxs.  My 11 year old said eat candy it's the best thing in the world when your .
1,@kehagiaras thanks for the follow friday 
0,@markhoppus wish i could go but sadly i live in shity scotland  are you touring in the uk next year ?
1,Hodge's dreams = Bad fan movies 
1,@pievdb I haz not received those! I likez smsjes 
1,Going shopping. Hopefully I don't ruin my white pants in the process. 
1,im bored right now 
1,saw a @rainnwilson look-alike today 
1,@DMAKron  thanks for the ad   Where do we wear this white ribbon?  Suggestions?
0,about to babysit. I'm not too happy. 
1,"Because she's worth it :  http://bit.ly/RKrkR. @the_stagmeister, must read "
0,ONLY HAS ONE FOLLOWER 
1,Side note: I like that tinyurl knew to use the word &quot;eww&quot; in that URL 
1,@PoundlandParrot I'm now following! 
1,"In Primary Colours, shoegaze in reborn. Scarlet Fields. "
1,@giagia @Schroedinger99 That would make this evening memorable 
1,"gonna drive threw sonic and get a slushy or something then go to work to do stupid computer classes then work later, at least i get paid "
0,"@mmbaroque His music getting more poppy with each album. I donÃ¢ÂÂt mind pop music, but thatÃ¢ÂÂs not why I started listening to him. "
1,absolutely loves the Harry Potter books. 
1,had a nice night.  
0,sad to see Mexico flag waving from supposed Laker fans as riot takes over Laker celebration  (via @wendycarrillo)
